name;mass;abundance
47Ti47Ti48Ti;141.851455659;0.004080667392000001
47Ti47Ti49Ti;142.85137937300001;0.00029946297600000007
47Ti47Ti50Ti;143.848300604;0.00028673164800000004
47Ti48Ti48Ti;142.847638845;0.040433709696
47Ti48Ti49Ti;143.847562559;0.002967259488
47Ti48Ti50Ti;144.84448379;0.0028411098240000003
47Ti49Ti49Ti;144.84748627300002;0.00021775466400000005
47Ti49Ti50Ti;145.844407504;0.00020849707200000002
47Ti50Ti50Ti;146.841328735;0.000199633056
48Ti48Ti48Ti;143.843822031;0.4006415428479999
48Ti48Ti49Ti;144.843745745;0.029401393744
48Ti48Ti50Ti;145.840666976;0.028151426911999997
48Ti49Ti49Ti;145.843669459;0.0021576443319999998
48Ti49Ti50Ti;146.84059069;0.002065914536
48Ti50Ti50Ti;147.837511921;0.001978084528
49Ti49Ti49Ti;146.84359317300002;0.000158340421
49Ti49Ti50Ti;147.840514404;0.000151608758
49Ti50Ti50Ti;148.837435635;0.000145163284
50Ti50Ti50Ti;149.834356866;0.000138991832
1H1H1H1H;4.031300127592;0.9994201261378061
1H1H1H2H;5.037576873538;0.00014493693414543296
1H1H1H46Ti;48.97610145169401;0.08246411770343601
1H1H1H47Ti;49.975232586694005;0.0743676406925532
1H1H1H48Ti;50.971415772694;0.7368793644966426
1H1H1H49Ti;51.971339486694006;0.05407646991219258
1H1H1H50Ti;52.968260717694;0.05177747026712708
1H1H2H2H;6.0438536194840005;2.101890319205063e-08
1H1H2H46Ti;49.98237819764;1.1959031126511565e-05
1H1H2H47Ti;50.98150933264;1.0784871706817703e-05
1H1H2H48Ti;51.97769251864;0.00010686300298744636
1H1H2H49Ti;52.97761623264;7.842225259930614e-06
1H1H2H50Ti;53.97453746364;7.5088219679187755e-06
1H1H46Ti46Ti;93.92090277579601;0.006804276330601407
1H1H46Ti47Ti;94.92003391079601;0.0061362201090514506
1H1H46Ti48Ti;95.916217096796;0.060801363768719474
1H1H46Ti49Ti;96.91614081079601;0.004461955751339832
1H1H46Ti50Ti;97.913062041796;0.0042722607748503375
1H1H47Ti47Ti;95.919165045796;0.005533754861980945
1H1H47Ti48Ti;96.915348231796;0.05483177532597248
1H1H47Ti49Ti;97.91527194579601;0.004023872823026467
1H1H47Ti50Ti;98.912193176796;0.0038528024442286684
1H1H48Ti48Ti;97.911531417796;0.5433062469127272
1H1H48Ti49Ti;98.911455131796;0.03987095490772999
1H1H48Ti50Ti;99.90837636279599;0.03817588658448084
1H1H49Ti49Ti;99.91137884579601;0.0029259612866361804
1H1H49Ti50Ti;100.908300076796;0.0028015673687200398
1H1H50Ti50Ti;101.905221307796;0.0026824619168151214
1H2H2H2H;7.05013036543;3.0481829493750006e-12
1H2H2H46Ti;50.988654943586006;1.7343109884375003e-09
1H2H2H47Ti;51.987786078586005;1.5640331823000004e-09
1H2H2H48Ti;52.983969264586;1.5497382553650002e-08
1H2H2H49Ti;53.983892978586006;1.1372875693875003e-09
1H2H2H50Ti;54.980814209586;1.088937081225e-09
1H2H46Ti46Ti;94.927179521742;9.867631485937502e-07
1H2H46Ti47Ti;95.926310656742;8.898809485500002e-07
1H2H46Ti48Ti;96.922493842742;8.817476280525e-06
1H2H46Ti49Ti;97.922417556742;6.470774101687502e-07
1H2H46Ti50Ti;98.919338787742;6.195676496625001e-07
1H2H47Ti47Ti;96.925441791742;8.025108190560002e-07
1H2H47Ti48Ti;97.921624977742;7.951760427528001e-06
1H2H47Ti49Ti;98.921548691742;5.835461735340002e-07
1H2H47Ti50Ti;99.918469922742;5.58737371332e-07
1H2H48Ti48Ti;98.917808163742;7.8790830472764e-05
1H2H48Ti49Ti;99.917731877742;5.782126870017e-06
1H2H48Ti50Ti;100.914653108742;5.536306319166e-06
1H2H49Ti49Ti;100.917655591742;4.2432591381975006e-07
1H2H49Ti50Ti;101.914576822742;4.0628617996050003e-07
1H2H50Ti50Ti;102.911498053742;3.8901338487900003e-07
1H46Ti46Ti46Ti;138.865704099898;0.0005614342052343752
1H46Ti46Ti47Ti;139.864835234898;0.0005063115741750001
1H46Ti46Ti48Ti;140.861018420898;0.005016839952712501
1H46Ti46Ti49Ti;141.860942134898;0.0003681647333718751
1H46Ti46Ti50Ti;142.857863365898;0.00035251262825625006
1H46Ti47Ti47Ti;140.863966369898;0.0004566009832560002
1H46Ti47Ti48Ti;141.860149555898;0.004524277484628001
1H46Ti47Ti49Ti;142.860073269898;0.00033201765045900013
1H46Ti47Ti50Ti;143.856994500898;0.0003179022974820001
1H46Ti48Ti48Ti;142.856332741898;0.044829265613814
1H46Ti48Ti49Ti;143.856256455898;0.0032898308053545
1H46Ti48Ti50Ti;144.853177686898;0.0031499673884910003
1H46Ti49Ti49Ti;144.856180169898;0.00024142681303537507
1H46Ti49Ti50Ti;145.853101400898;0.00023116282652925005
1H46Ti50Ti50Ti;146.85002263189799;0.00022133520174150002
1H47Ti47Ti47Ti;141.863097504898;0.0004117710685363202
1H47Ti47Ti48Ti;142.859280690898;0.004080075695228161
1H47Ti47Ti49Ti;143.859204404898;0.0002994195538684801
1H47Ti47Ti50Ti;144.856125635898;0.0002866900719110401
1H47Ti48Ti48Ti;143.855463876898;0.04042784680809408
1H47Ti48Ti49Ti;144.855387590898;0.0029668292353742403
1H47Ti48Ti50Ti;145.852308821898;0.00284069786307552
1H47Ti49Ti49Ti;145.855311304898;0.00021772308957372004
1H47Ti49Ti50Ti;146.852232535898;0.00020846683992456003
1H47Ti50Ti50Ti;147.84915376689798;0.00019960410920688
1H48Ti48Ti48Ti;144.851647062898;0.400583449824287
1H48Ti48Ti49Ti;145.851570776898;0.029397130541907124
1H48Ti48Ti50Ti;146.848492007898;0.02814734495509776
1H48Ti49Ti49Ti;146.851494490898;0.00215733147357186
1H48Ti49Ti50Ti;147.848415721898;0.00206561497839228
1H48Ti50Ti50Ti;148.84533695289798;0.0019777977057434397
1H49Ti49Ti49Ti;147.851418204898;0.00015831746163895503
1H49Ti49Ti50Ti;148.848339435898;0.00015158677473009003
1H49Ti50Ti50Ti;149.84526066689799;0.00014514223532382001
1H50Ti50Ti50Ti;150.842181897898;0.00013897167818436
2H2H2H2H;8.056407111376;4.42050625e-16
2H2H2H46Ti;51.994931689532;2.515115625e-13
2H2H2H47Ti;52.994062824532;2.2681770000000002e-13
2H2H2H48Ti;53.990246010532;2.24744635e-12
2H2H2H49Ti;54.990169724532;1.649306125e-13
2H2H2H50Ti;55.987090955532;1.57918775e-13
2H2H46Ti46Ti;95.933456267688;1.4310140625000004e-10
2H2H46Ti47Ti;96.932587402688;1.2905145000000003e-10
2H2H46Ti48Ti;97.928770588688;1.2787194750000001e-09
2H2H46Ti49Ti;98.928694302688;9.383983125000002e-11
2H2H46Ti50Ti;99.925615533688;8.985033750000001e-11
2H2H47Ti47Ti;97.931718537688;1.1638094400000004e-10
2H2H47Ti48Ti;98.927901723688;1.1531724720000002e-09
2H2H47Ti49Ti;99.927825437688;8.462646600000002e-11
2H2H47Ti50Ti;100.924746668688;8.102866800000001e-11
2H2H48Ti48Ti;99.92408490968799;1.1426327236e-08
2H2H48Ti49Ti;100.924008623688;8.38529983e-10
2H2H48Ti50Ti;101.920929854688;8.028808340000001e-10
2H2H49Ti49Ti;101.923932337688;6.153618025000002e-11
2H2H49Ti50Ti;102.920853568688;5.892003950000001e-11
2H2H50Ti50Ti;103.91777479968799;5.6415121e-11
2H46Ti46Ti46Ti;139.871980845844;8.141976562500001e-08
2H46Ti46Ti47Ti;140.871111980844;7.342582500000001e-08
2H46Ti46Ti48Ti;141.867295166844;7.275472875e-07
2H46Ti46Ti49Ti;142.867218880844;5.339162812500001e-08
2H46Ti46Ti50Ti;143.864140111844;5.112174375e-08
2H46Ti47Ti47Ti;141.870243115844;6.621674400000003e-08
2H46Ti47Ti48Ti;142.866426301844;6.561153720000001e-07
2H46Ti47Ti49Ti;143.866350015844;4.8149541000000014e-08
2H46Ti47Ti50Ti;144.863271246844;4.610251800000001e-08
2H46Ti48Ti48Ti;143.862609487844;6.501186185999999e-06
2H46Ti48Ti49Ti;144.862533201844;4.770946455e-07
2H46Ti48Ti50Ti;145.859454432844;4.5681150899999994e-07
2H46Ti49Ti49Ti;145.862456915844;3.501196462500001e-08
2H46Ti49Ti50Ti;146.859378146844;3.352347075000001e-08
2H46Ti50Ti50Ti;147.856299377844;3.2098258500000005e-08
2H47Ti47Ti47Ti;142.869374250844;5.971546368000002e-08
2H47Ti47Ti48Ti;143.865557436844;5.916967718400001e-07
2H47Ti47Ti49Ti;144.865481150844;4.342213152000001e-08
2H47Ti47Ti50Ti;145.862402381844;4.157608896000001e-08
2H47Ti48Ti48Ti;144.861740622844;5.86288790592e-06
2H47Ti48Ti49Ti;145.861664336844;4.3025262576e-07
2H47Ti48Ti50Ti;146.858585567844;4.1196092447999997e-07
2H47Ti49Ti49Ti;146.861588050844;3.157442628e-08
2H47Ti49Ti50Ti;147.858509281844;3.023207544e-08
2H47Ti50Ti50Ti;148.855430512844;2.894679312e-08
2H48Ti48Ti48Ti;145.857923808844;5.809302371295999e-05
2H48Ti48Ti49Ti;146.857847522844;4.26320209288e-06
2H48Ti48Ti50Ti;147.85476875384398;4.081956902239999e-06
2H48Ti49Ti49Ti;147.857771236844;3.1285842814e-07
2H48Ti49Ti50Ti;148.854692467844;2.9955760772e-07
2H48Ti50Ti50Ti;149.851613698844;2.8682225655999995e-07
2H49Ti49Ti49Ti;148.857694950844;2.2959361045000005e-08
2H49Ti49Ti50Ti;149.854616181844;2.1983269910000002e-08
2H49Ti50Ti50Ti;150.851537412844;2.1048676180000002e-08
2H50Ti50Ti50Ti;151.848458643844;2.015381564e-08
46Ti46Ti46Ti46Ti;183.810505424;4.632503906250001e-05
46Ti46Ti46Ti47Ti;184.809636559;4.177676250000001e-05
46Ti46Ti46Ti48Ti;185.805819745;0.00041394931875
46Ti46Ti46Ti49Ti;186.805743459;3.0377995312500005e-05
46Ti46Ti46Ti50Ti;187.80266469;2.9086509375000003e-05
46Ti46Ti47Ti47Ti;185.808767694;3.7675044000000015e-05
46Ti46Ti47Ti48Ti;186.80495088;0.0003733070220000001
46Ti46Ti47Ti49Ti;187.804874594;2.739542850000001e-05
46Ti46Ti47Ti50Ti;188.801795825;2.6230743000000007e-05
46Ti46Ti48Ti48Ti;187.801134066;0.003698950761
46Ti46Ti48Ti49Ti;188.80105778;0.00027145040175000003
46Ti46Ti48Ti50Ti;189.797979011;0.0002599099965
46Ti46Ti49Ti49Ti;189.800981494;1.9920600562500005e-05
46Ti46Ti49Ti50Ti;190.797902725;1.9073698875e-05
46Ti46Ti50Ti50Ti;191.79482395600002;1.826280225e-05
46Ti47Ti47Ti47Ti;186.807898829;3.3976039680000017e-05
46Ti47Ti47Ti48Ti;187.804082015;0.0003366550598400001
46Ti47Ti47Ti49Ti;188.804005729;2.4705695520000007e-05
46Ti47Ti47Ti50Ti;189.80092696;2.3655360960000008e-05
46Ti47Ti48Ti48Ti;188.800265201;0.00333578104992
46Ti47Ti48Ti49Ti;189.800188915;0.00024479890776000005
46Ti47Ti48Ti50Ti;190.797110146;0.00023439156048
46Ti47Ti49Ti49Ti;190.800112629;1.7964759780000006e-05
46Ti47Ti49Ti50Ti;191.79703386;1.7201008440000005e-05
46Ti47Ti50Ti50Ti;192.793955091;1.646972712e-05
46Ti48Ti48Ti48Ti;189.796448387;0.033052927284959996
46Ti48Ti48Ti49Ti;190.796372101;0.00242561498388
46Ti48Ti48Ti50Ti;191.793293332;0.00232249272024
46Ti48Ti49Ti49Ti;191.796295815;0.00017800565739
46Ti48Ti49Ti50Ti;192.793217046;0.00017043794922
46Ti48Ti50Ti50Ti;193.79013827699998;0.00016319197355999998
46Ti49Ti49Ti49Ti;192.796219529;1.3063084732500001e-05
46Ti49Ti49Ti50Ti;193.79314076;1.2507722535e-05
46Ti49Ti50Ti50Ti;194.79006199100002;1.197597093e-05
46Ti50Ti50Ti50Ti;195.786983222;1.146682614e-05
47Ti47Ti47Ti47Ti;187.807029964;3.0640210329600014e-05
47Ti47Ti47Ti48Ti;188.80321315;0.0003036016539648001
47Ti47Ti47Ti49Ti;189.803136864;2.2280045414400007e-05
47Ti47Ti47Ti50Ti;190.800058095;2.1332834611200008e-05
47Ti47Ti48Ti48Ti;189.799396336;0.0030082680013824004
47Ti47Ti48Ti49Ti;190.79932005;0.00022076410590720003
47Ti47Ti48Ti50Ti;191.796241281;0.00021137857090560002
47Ti47Ti49Ti49Ti;191.799243764;1.6200947001600006e-05
47Ti47Ti49Ti50Ti;192.796164995;1.5512182156800003e-05
47Ti47Ti50Ti50Ti;193.793086226;1.4852699366400002e-05
47Ti48Ti48Ti48Ti;190.795579522;0.029807730787891198
47Ti48Ti48Ti49Ti;191.795503236;0.0021874636945536
47Ti48Ti48Ti50Ti;192.792424467;0.0020944661622528
47Ti48Ti49Ti49Ti;192.79542695;0.0001605287383008
47Ti48Ti49Ti50Ti;193.792348181;0.0001537040414784
47Ti48Ti50Ti50Ti;194.789269412;0.0001471694888832
47Ti49Ti49Ti49Ti;193.795350664;1.1780527322400004e-05
47Ti49Ti49Ti50Ti;194.792271895;1.1279691595200003e-05
47Ti49Ti50Ti50Ti;195.789193126;1.0800148329600001e-05
47Ti50Ti50Ti50Ti;196.786114357;1.03409923008e-05
48Ti48Ti48Ti48Ti;191.791762708;0.29535294538754553
48Ti48Ti48Ti49Ti;192.791686422;0.021674707468076797
48Ti48Ti48Ti50Ti;193.78860765299999;0.020753231919526396
48Ti48Ti49Ti49Ti;193.791610136;0.0015906154015504
48Ti48Ti49Ti50Ti;194.788531367;0.0015229921959392
48Ti48Ti50Ti50Ti;195.785452598;0.0014582439140415997
48Ti49Ti49Ti49Ti;194.79153385;0.00011672855836119999
48Ti49Ti49Ti50Ti;195.788455081;0.00011176597639759999
48Ti49Ti50Ti50Ti;196.78537631199998;0.0001070143729648
48Ti50Ti50Ti50Ti;197.782297543;0.00010246477855039998
49Ti49Ti49Ti49Ti;195.791457564;8.5662167761e-06
49Ti49Ti49Ti50Ti;196.788378795;8.2020338078e-06
49Ti49Ti50Ti50Ti;197.78530002600002;7.8533336644e-06
49Ti50Ti50Ti50Ti;198.782221257;7.5194581112e-06
50Ti50Ti50Ti50Ti;199.779142488;7.1997768976e-06
