name;mass;abundance
47Ti47Ti48Ti;141.851455659;0.004080667392000001
47Ti47Ti49Ti;142.85137937300001;0.00029946297600000007
47Ti47Ti50Ti;143.848300604;0.00028673164800000004
47Ti48Ti48Ti;142.847638845;0.040433709696
47Ti48Ti49Ti;143.847562559;0.002967259488
47Ti48Ti50Ti;144.84448379;0.0028411098240000003
47Ti49Ti49Ti;144.84748627300002;0.00021775466400000005
47Ti49Ti50Ti;145.844407504;0.00020849707200000002
47Ti50Ti50Ti;146.841328735;0.000199633056
48Ti48Ti48Ti;143.843822031;0.4006415428479999
48Ti48Ti49Ti;144.843745745;0.029401393744
48Ti48Ti50Ti;145.840666976;0.028151426911999997
48Ti49Ti49Ti;145.843669459;0.0021576443319999998
48Ti49Ti50Ti;146.84059069;0.002065914536
48Ti50Ti50Ti;147.837511921;0.001978084528
49Ti49Ti49Ti;146.84359317300002;0.000158340421
49Ti49Ti50Ti;147.840514404;0.000151608758
49Ti50Ti50Ti;148.837435635;0.000145163284
50Ti50Ti50Ti;149.834356866;0.000138991832
